1	Q0	1542	1	43,10837	G14R4
58	Q0	2268	261	20,0380963	G14R4
58	Q0	3015	262	20,0380018	G14R4
58	Q0	1946	263	20,0370194	G14R4
58	Q0	276	264	20,0309064	G14R4
58	Q0	1087	265	20,0309064	G14R4
58	Q0	1255	266	20,0309064	G14R4
58	Q0	1469	267	20,0309064	G14R4
58	Q0	1753	268	20,0309064	G14R4
58	Q0	1927	269	20,0309064	G14R4
58	Q0	2152	270	20,0309064	G14R4
58	Q0	2277	271	20,0309064	G14R4
58	Q0	2329	272	20,0309064	G14R4
58	Q0	2502	273	20,0309064	G14R4
58	Q0	2553	274	20,0309064	G14R4
58	Q0	2739	275	20,0309064	G14R4
58	Q0	3000	276	20,0309064	G14R4
58	Q0	3071	277	20,0309064	G14R4
58	Q0	3204	278	20,0309064	G14R4
58	Q0	1034	279	20,0305458	G14R4
58	Q0	1179	280	20,0305458	G14R4
58	Q0	1307	281	20,0305458	G14R4
58	Q0	1665	282	20,0305458	G14R4
58	Q0	1978	283	20,0305458	G14R4
58	Q0	2218	284	20,0305458	G14R4
58	Q0	2274	285	20,0305458	G14R4
58	Q0	2750	286	20,0305458	G14R4
58	Q0	3011	287	20,0305458	G14R4
58	Q0	46	288	20,0301564	G14R4
58	Q0	671	289	20,0301564	G14R4
58	Q0	1030	290	20,0301564	G14R4
58	Q0	1380	291	20,0301564	G14R4
58	Q0	1506	292	20,0301564	G14R4
58	Q0	1543	293	20,0301564	G14R4
58	Q0	1681	294	20,0301564	G14R4
58	Q0	2095	295	20,0301564	G14R4
58	Q0	2163	296	20,0301564	G14R4
58	Q0	2308	297	20,0301564	G14R4
58	Q0	2370	298	20,0301564	G14R4
58	Q0	1415	299	20,0297969	G14R4
58	Q0	1684	300	20,0297969	G14R4
58	Q0	1741	301	20,0297969	G14R4
58	Q0	1856	302	20,0297969	G14R4
58	Q0	2356	303	20,0297969	G14R4
58	Q0	2581	304	20,0297969	G14R4
58	Q0	2849	305	20,0297969	G14R4
58	Q0	3103	306	20,0297969	G14R4
58	Q0	3129	307	20,0297969	G14R4
58	Q0	1108	308	20,0296608	G14R4
58	Q0	3048	309	20,0296608	G14R4
58	Q0	3026	310	20,029276	G14R4
58	Q0	1408	311	20,028105	G14R4
58	Q0	2091	312	20,028105	G14R4
58	Q0	2343	313	20,028105	G14R4
58	Q0	2572	314	20,028105	G14R4
58	Q0	2715	315	20,028105	G14R4
58	Q0	2848	316	20,028105	G14R4
58	Q0	1698	317	20,0280754	G14R4
58	Q0	3002	318	20,0275798	G14R4
58	Q0	2167	319	20,027355	G14R4
58	Q0	3028	320	20,027355	G14R4
58	Q0	3142	321	20,027355	G14R4
58	Q0	3174	322	20,027355	G14R4
58	Q0	2035	323	20,027195	G14R4
58	Q0	2357	324	20,027195	G14R4
58	Q0	1308	325	20,0269955	G14R4
58	Q0	1767	326	20,0269955	G14R4
58	Q0	2061	327	20,0269955	G14R4
58	Q0	2288	328	20,0269955	G14R4
58	Q0	1226	329	20,0264746	G14R4
58	Q0	1829	330	20,0264746	G14R4
58	Q0	1409	331	20,0257039	G14R4
58	Q0	2860	332	20,0257039	G14R4
58	Q0	2626	333	20,0245944	G14R4
58	Q0	1605	334	20,0244583	G14R4
58	Q0	949	335	11,14815	G14R4
58	Q0	156	336	11,08466	G14R4
58	Q0	2025	337	11,08466	G14R4
58	Q0	1434	338	11,07143	G14R4
58	Q0	136	339	11,068	G14R4
58	Q0	356	340	11,068	G14R4
58	Q0	740	341	11,068	G14R4
58	Q0	1986	342	11,06593	G14R4
58	Q0	1987	343	11,06593	G14R4
58	Q0	2418	344	11,06593	G14R4
58	Q0	224	345	11,06584	G14R4
58	Q0	407	346	11,06584	G14R4
58	Q0	1132	347	11,06584	G14R4
58	Q0	1731	348	11,06584	G14R4
58	Q0	1872	349	11,06584	G14R4
58	Q0	1895	350	11,06584	G14R4
58	Q0	1903	351	11,06584	G14R4
58	Q0	2008	352	11,06584	G14R4
58	Q0	2465	353	11,06584	G14R4
58	Q0	1782	354	11,05333	G14R4
58	Q0	93	355	11,05128	G14R4
58	Q0	2132	356	11,05128	G14R4
58	Q0	2351	357	11,05128	G14R4
58	Q0	3010	358	11,04969	G14R4
58	Q0	319	359	11,0404	G14R4
58	Q0	89	360	11,03282	G14R4
58	Q0	131	361	11,03282	G14R4
58	Q0	149	362	11,03282	G14R4
58	Q0	335	363	11,03282	G14R4
58	Q0	536	364	11,03282	G14R4
58	Q0	927	365	11,03282	G14R4
58	Q0	1049	366	11,03282	G14R4
58	Q0	1212	367	11,03282	G14R4
58	Q0	1278	368	11,03282	G14R4
58	Q0	1370	369	11,03282	G14R4
58	Q0	1406	370	11,03282	G14R4
58	Q0	1504	371	11,03282	G14R4
58	Q0	1512	372	11,03282	G14R4
58	Q0	1973	373	11,03282	G14R4
58	Q0	2014	374	11,03282	G14R4
58	Q0	2094	375	11,03282	G14R4
58	Q0	2395	376	11,03282	G14R4
58	Q0	2509	377	11,03282	G14R4
58	Q0	2510	378	11,03282	G14R4
58	Q0	2589	379	11,03282	G14R4
58	Q0	2675	380	11,03282	G14R4
58	Q0	2824	381	11,03282	G14R4
58	Q0	2974	382	11,03282	G14R4
58	Q0	3037	383	11,03282	G14R4
58	Q0	256	384	11,03241	G14R4
58	Q0	301	385	11,03241	G14R4
58	Q0	349	386	11,03241	G14R4
58	Q0	475	387	11,03241	G14R4
58	Q0	496	388	11,03241	G14R4
58	Q0	511	389	11,03241	G14R4
58	Q0	660	390	11,03241	G14R4
58	Q0	692	391	11,03241	G14R4
58	Q0	751	392	11,03241	G14R4
58	Q0	753	393	11,03241	G14R4
58	Q0	777	394	11,03241	G14R4
58	Q0	845	395	11,03241	G14R4
58	Q0	908	396	11,03241	G14R4
58	Q0	936	397	11,03241	G14R4
58	Q0	955	398	11,03241	G14R4
58	Q0	956	399	11,03241	G14R4
58	Q0	1243	400	11,03241	G14R4
58	Q0	1313	401	11,03241	G14R4
58	Q0	1493	402	11,03241	G14R4
58	Q0	2532	403	11,03241	G14R4
58	Q0	3019	404	11,03241	G14R4
58	Q0	2993	405	11,02954	G14R4
58	Q0	2139	406	11,02917	G14R4
58	Q0	2930	407	11,02917	G14R4
58	Q0	3104	408	11,02917	G14R4
58	Q0	1836	409	11,02835	G14R4
58	Q0	1905	410	11,02835	G14R4
58	Q0	2251	411	11,02835	G14R4
58	Q0	2766	412	11,02835	G14R4
58	Q0	3200	413	11,02835	G14R4
58	Q0	1454	414	11,028	G14R4
58	Q0	1474	415	11,028	G14R4
58	Q0	1920	416	11,028	G14R4
58	Q0	2702	417	11,028	G14R4
58	Q0	1147	418	11,02726	G14R4
58	Q0	1171	419	11,02726	G14R4
58	Q0	1353	420	11,02726	G14R4
58	Q0	1666	421	11,02726	G14R4
58	Q0	1729	422	11,02726	G14R4
58	Q0	1797	423	11,02726	G14R4
58	Q0	1863	424	11,02726	G14R4
58	Q0	2073	425	11,02726	G14R4
58	Q0	2206	426	11,02726	G14R4
58	Q0	2223	427	11,02726	G14R4
58	Q0	2340	428	11,02726	G14R4
58	Q0	2362	429	11,02726	G14R4
58	Q0	2431	430	11,02726	G14R4
58	Q0	2475	431	11,02726	G14R4
58	Q0	2507	432	11,02726	G14R4
58	Q0	2701	433	11,02726	G14R4
58	Q0	2745	434	11,02726	G14R4
58	Q0	70	435	11,02692	G14R4
58	Q0	1047	436	11,02692	G14R4
58	Q0	1116	437	11,02692	G14R4
58	Q0	1707	438	11,02692	G14R4
58	Q0	1864	439	11,02692	G14R4
58	Q0	2679	440	11,02692	G14R4
58	Q0	3066	441	11,02283	G14R4
58	Q0	173	442	11,02081	G14R4
58	Q0	333	443	11,02081	G14R4
58	Q0	491	444	11,02081	G14R4
58	Q0	493	445	11,02081	G14R4
58	Q0	606	446	11,02081	G14R4
58	Q0	1053	447	11,02081	G14R4
58	Q0	1089	448	11,02081	G14R4
58	Q0	1101	449	11,02081	G14R4
58	Q0	2648	450	11,02081	G14R4
58	Q0	2964	451	11,02081	G14R4
58	Q0	3192	452	11,02081	G14R4
58	Q0	1392	453	11,01873	G14R4
58	Q0	63	454	11,01801	G14R4
58	Q0	726	455	11,01801	G14R4
58	Q0	799	456	11,01801	G14R4
58	Q0	2469	457	11,01801	G14R4
58	Q0	3030	458	11,01801	G14R4
58	Q0	1188	459	11,01784	G14R4
58	Q0	2546	460	11,01784	G14R4
58	Q0	2451	461	11,01561	G14R4
58	Q0	2311	462	11,01025	G14R4
58	Q0	2344	463	11,01025	G14R4
58	Q0	2955	464	11,01025	G14R4
58	Q0	18	465	11,0101	G14R4
58	Q0	25	466	11,0101	G14R4
58	Q0	59	467	11,0101	G14R4
58	Q0	84	468	11,0101	G14R4
58	Q0	86	469	11,0101	G14R4
58	Q0	98	470	11,0101	G14R4
58	Q0	143	471	11,0101	G14R4
58	Q0	190	472	11,0101	G14R4
58	Q0	197	473	11,0101	G14R4
58	Q0	238	474	11,0101	G14R4
58	Q0	239	475	11,0101	G14R4
58	Q0	271	476	11,0101	G14R4
58	Q0	275	477	11,0101	G14R4
58	Q0	277	478	11,0101	G14R4
58	Q0	294	479	11,0101	G14R4
58	Q0	334	480	11,0101	G14R4
58	Q0	391	481	11,0101	G14R4
58	Q0	398	482	11,0101	G14R4
58	Q0	438	483	11,0101	G14R4
58	Q0	439	484	11,0101	G14R4
58	Q0	586	485	11,0101	G14R4
58	Q0	594	486	11,0101	G14R4
58	Q0	597	487	11,0101	G14R4
58	Q0	618	488	11,0101	G14R4
58	Q0	619	489	11,0101	G14R4
58	Q0	633	490	11,0101	G14R4
58	Q0	643	491	11,0101	G14R4
58	Q0	651	492	11,0101	G14R4
58	Q0	652	493	11,0101	G14R4
58	Q0	656	494	11,0101	G14R4
58	Q0	795	495	11,0101	G14R4
58	Q0	798	496	11,0101	G14R4
58	Q0	891	497	11,0101	G14R4
58	Q0	987	498	11,0101	G14R4
58	Q0	1070	499	11,0101	G14R4
58	Q0	1181	500	11,0101	G14R4
58	Q0	1271	501	11,0101	G14R4
58	Q0	1279	502	11,0101	G14R4
58	Q0	1360	503	11,0101	G14R4
58	Q0	1461	504	11,0101	G14R4
58	Q0	1467	505	11,0101	G14R4
58	Q0	1511	506	11,0101	G14R4
58	Q0	1617	507	11,0101	G14R4
58	Q0	1755	508	11,0101	G14R4
58	Q0	1848	509	11,0101	G14R4
58	Q0	1852	510	11,0101	G14R4
58	Q0	1996	511	11,0101	G14R4
58	Q0	2034	512	11,0101	G14R4
58	Q0	2070	513	11,0101	G14R4
58	Q0	2075	514	11,0101	G14R4
58	Q0	2114	515	11,0101	G14R4
58	Q0	2143	516	11,0101	G14R4
58	Q0	2236	517	11,0101	G14R4
58	Q0	2570	518	11,0101	G14R4
58	Q0	2578	519	11,0101	G14R4
58	Q0	2631	520	11,0101	G14R4
58	Q0	2759	521	11,0101	G14R4
58	Q0	2796	522	11,0101	G14R4
58	Q0	2818	523	11,0101	G14R4
58	Q0	2875	524	11,0101	G14R4
58	Q0	2917	525	11,0101	G14R4
58	Q0	2965	526	11,0101	G14R4
58	Q0	2992	527	11,0101	G14R4
58	Q0	2995	528	11,0101	G14R4
58	Q0	3168	529	11,0101	G14R4
58	Q0	3169	530	11,0101	G14R4
58	Q0	3190	531	11,0101	G14R4
58	Q0	3202	532	11,0101	G14R4
58	Q0	202	533	11,00974	G14R4
58	Q0	1071	534	11,00974	G14R4
58	Q0	1083	535	11,00974	G14R4
58	Q0	1315	536	11,00974	G14R4
58	Q0	1387	537	11,00974	G14R4
58	Q0	1505	538	11,00974	G14R4
58	Q0	1533	539	11,00974	G14R4
58	Q0	1677	540	11,00974	G14R4
58	Q0	1827	541	11,00974	G14R4
58	Q0	1938	542	11,00974	G14R4
58	Q0	2065	543	11,00974	G14R4
58	Q0	2219	544	11,00974	G14R4
58	Q0	2318	545	11,00974	G14R4
58	Q0	2501	546	11,00974	G14R4
58	Q0	2597	547	11,00974	G14R4
58	Q0	2629	548	11,00974	G14R4
58	Q0	2747	549	11,00974	G14R4
58	Q0	3070	550	11,00974	G14R4
58	Q0	3072	551	11,00974	G14R4
58	Q0	3078	552	11,00974	G14R4
58	Q0	104	553	11,00935	G14R4
58	Q0	252	554	11,00935	G14R4
58	Q0	855	555	11,00935	G14R4
58	Q0	1012	556	11,00935	G14R4
58	Q0	1164	557	11,00935	G14R4
58	Q0	1247	558	11,00935	G14R4
58	Q0	1304	559	11,00935	G14R4
58	Q0	1309	560	11,00935	G14R4
58	Q0	1410	561	11,00935	G14R4
58	Q0	1514	562	11,00935	G14R4
58	Q0	1589	563	11,00935	G14R4
58	Q0	1682	564	11,00935	G14R4
58	Q0	2054	565	11,00935	G14R4
58	Q0	2168	566	11,00935	G14R4
58	Q0	2184	567	11,00935	G14R4
58	Q0	2262	568	11,00935	G14R4
58	Q0	2423	569	11,00935	G14R4
58	Q0	2667	570	11,00935	G14R4
58	Q0	2768	571	11,00935	G14R4
58	Q0	2845	572	11,00935	G14R4
58	Q0	3131	573	11,00935	G14R4
58	Q0	3144	574	11,00935	G14R4
58	Q0	2372	575	11,00927	G14R4
58	Q0	2798	576	11,00927	G14R4
58	Q0	92	577	11,00899	G14R4
58	Q0	414	578	11,00899	G14R4
58	Q0	1233	579	11,00899	G14R4
58	Q0	1267	580	11,00899	G14R4
58	Q0	1417	581	11,00899	G14R4
58	Q0	1428	582	11,00899	G14R4
58	Q0	1432	583	11,00899	G14R4
58	Q0	1441	584	11,00899	G14R4
58	Q0	1464	585	11,00899	G14R4
58	Q0	1515	586	11,00899	G14R4
58	Q0	1541	587	11,00899	G14R4
58	Q0	1653	588	11,00899	G14R4
58	Q0	1712	589	11,00899	G14R4
58	Q0	1713	590	11,00899	G14R4
58	Q0	1781	591	11,00899	G14R4
58	Q0	1826	592	11,00899	G14R4
58	Q0	2087	593	11,00899	G14R4
58	Q0	2165	594	11,00899	G14R4
58	Q0	2209	595	11,00899	G14R4
58	Q0	2228	596	11,00899	G14R4
58	Q0	2577	597	11,00899	G14R4
58	Q0	2583	598	11,00899	G14R4
58	Q0	2690	599	11,00899	G14R4
58	Q0	2817	600	11,00899	G14R4
58	Q0	2853	601	11,00899	G14R4
58	Q0	2876	602	11,00899	G14R4
58	Q0	3119	603	11,00899	G14R4
58	Q0	1393	604	11,00885	G14R4
58	Q0	1518	605	11,00885	G14R4
58	Q0	1519	606	11,00885	G14R4
58	Q0	1544	607	11,00885	G14R4
58	Q0	2535	608	11,00885	G14R4
58	Q0	2560	609	11,00885	G14R4
58	Q0	2741	610	11,00885	G14R4
58	Q0	2840	611	11,00885	G14R4
58	Q0	2852	612	11,00885	G14R4
58	Q0	2878	613	11,00885	G14R4
58	Q0	2984	614	11,00885	G14R4
58	Q0	3068	615	11,00885	G14R4
58	Q0	3076	616	11,00885	G14R4
58	Q0	3089	617	11,00885	G14R4
58	Q0	3153	618	11,00885	G14R4
58	Q0	585	619	11,00847	G14R4
58	Q0	696	620	11,00847	G14R4
58	Q0	972	621	11,00847	G14R4
58	Q0	1173	622	11,00847	G14R4
58	Q0	1194	623	11,00847	G14R4
58	Q0	1341	624	11,00847	G14R4
58	Q0	1347	625	11,00847	G14R4
58	Q0	1412	626	11,00847	G14R4
58	Q0	1462	627	11,00847	G14R4
58	Q0	1523	628	11,00847	G14R4
58	Q0	1542	629	11,00847	G14R4
58	Q0	1657	630	11,00847	G14R4
58	Q0	1752	631	11,00847	G14R4
58	Q0	1912	632	11,00847	G14R4
58	Q0	2080	633	11,00847	G14R4
58	Q0	2111	634	11,00847	G14R4
58	Q0	2127	635	11,00847	G14R4
58	Q0	2371	636	11,00847	G14R4
58	Q0	2378	637	11,00847	G14R4
58	Q0	2811	638	11,00847	G14R4
58	Q0	2959	639	11,00847	G14R4
58	Q0	3082	640	11,00847	G14R4
58	Q0	3136	641	11,00847	G14R4
58	Q0	3180	642	11,00847	G14R4
58	Q0	981	643	10,153846	G14R4
58	Q0	1718	644	10,148148	G14R4
58	Q0	1843	645	10,148148	G14R4
58	Q0	2952	646	10,148148	G14R4
58	Q0	68	647	10,0846561	G14R4
58	Q0	1013	648	10,0846561	G14R4
58	Q0	1384	649	10,0846561	G14R4
58	Q0	1445	650	10,0846561	G14R4
58	Q0	1550	651	10,0846561	G14R4
58	Q0	1609	652	10,0846561	G14R4
58	Q0	1678	653	10,0846561	G14R4
58	Q0	1778	654	10,0846561	G14R4
58	Q0	1941	655	10,0846561	G14R4
58	Q0	2212	656	10,0846561	G14R4
58	Q0	2233	657	10,0846561	G14R4
58	Q0	2899	658	10,0846561	G14R4
58	Q0	3122	659	10,0846561	G14R4
58	Q0	2823	660	10,0714286	G14R4
58	Q0	248	661	10,0680024	G14R4
58	Q0	254	662	10,0680024	G14R4
58	Q0	462	663	10,0680024	G14R4
58	Q0	492	664	10,0680024	G14R4
58	Q0	531	665	10,0680024	G14R4
58	Q0	1026	666	10,0680024	G14R4
58	Q0	1364	667	10,0680024	G14R4
58	Q0	1383	668	10,0680024	G14R4
58	Q0	1595	669	10,0680024	G14R4
58	Q0	1601	670	10,0680024	G14R4
58	Q0	1743	671	10,0680024	G14R4
58	Q0	1770	672	10,0680024	G14R4
58	Q0	2400	673	10,0680024	G14R4
58	Q0	2483	674	10,0680024	G14R4
58	Q0	2699	675	10,0680024	G14R4
58	Q0	2737	676	10,0680024	G14R4
58	Q0	2808	677	10,0680024	G14R4
58	Q0	2866	678	10,0680024	G14R4
58	Q0	595	679	10,0659341	G14R4
58	Q0	1540	680	10,0659341	G14R4
58	Q0	2843	681	10,0659341	G14R4
58	Q0	2962	682	10,0659341	G14R4
58	Q0	281	683	10,0658436	G14R4
58	Q0	321	684	10,0658436	G14R4
58	Q0	405	685	10,0658436	G14R4
58	Q0	1216	686	10,0658436	G14R4
58	Q0	1536	687	10,0658436	G14R4
58	Q0	1602	688	10,0658436	G14R4
58	Q0	1638	689	10,0658436	G14R4
58	Q0	1904	690	10,0658436	G14R4
58	Q0	2354	691	10,0658436	G14R4
58	Q0	2410	692	10,0658436	G14R4
58	Q0	2447	693	10,0658436	G14R4
58	Q0	2780	694	10,0658436	G14R4
58	Q0	2784	695	10,0658436	G14R4
58	Q0	2851	696	10,0658436	G14R4
58	Q0	3079	697	10,0658436	G14R4
58	Q0	1608	698	10,057971	G14R4
58	Q0	755	699	10,0555556	G14R4
58	Q0	3094	700	10,0555556	G14R4
58	Q0	679	701	10,0512821	G14R4
58	Q0	1015	702	10,0512821	G14R4
58	Q0	1890	703	10,0512821	G14R4
58	Q0	1956	704	10,0512821	G14R4
58	Q0	2224	705	10,0512821	G14R4
58	Q0	2229	706	10,0512821	G14R4
58	Q0	3193	707	10,0512821	G14R4
58	Q0	893	708	10,0328176	G14R4
58	Q0	1385	709	10,0328176	G14R4
58	Q0	1586	710	10,0328176	G14R4
58	Q0	1673	711	10,0328176	G14R4
58	Q0	1687	712	10,0328176	G14R4
58	Q0	1688	713	10,0328176	G14R4
58	Q0	1690	714	10,0328176	G14R4
58	Q0	1759	715	10,0328176	G14R4
58	Q0	1786	716	10,0328176	G14R4
58	Q0	1807	717	10,0328176	G14R4
58	Q0	1873	718	10,0328176	G14R4
58	Q0	1899	719	10,0328176	G14R4
58	Q0	1914	720	10,0328176	G14R4
58	Q0	1930	721	10,0328176	G14R4
58	Q0	2018	722	10,0328176	G14R4
58	Q0	2019	723	10,0328176	G14R4
58	Q0	2031	724	10,0328176	G14R4
58	Q0	2056	725	10,0328176	G14R4
58	Q0	2081	726	10,0328176	G14R4
58	Q0	2088	727	10,0328176	G14R4
58	Q0	2109	728	10,0328176	G14R4
58	Q0	2110	729	10,0328176	G14R4
58	Q0	2129	730	10,0328176	G14R4
58	Q0	2226	731	10,0328176	G14R4
58	Q0	2232	732	10,0328176	G14R4
58	Q0	2281	733	10,0328176	G14R4
58	Q0	2471	734	10,0328176	G14R4
58	Q0	2488	735	10,0328176	G14R4
58	Q0	2559	736	10,0328176	G14R4
58	Q0	2890	737	10,0328176	G14R4
58	Q0	2903	738	10,0328176	G14R4
58	Q0	3053	739	10,0328176	G14R4
58	Q0	3086	740	10,0328176	G14R4
58	Q0	3114	741	10,0328176	G14R4
58	Q0	3120	742	10,0328176	G14R4
58	Q0	3199	743	10,0328176	G14R4
58	Q0	103	744	10,0324074	G14R4
58	Q0	865	745	10,0324074	G14R4
58	Q0	961	746	10,0324074	G14R4
58	Q0	1197	747	10,0324074	G14R4
58	Q0	1235	748	10,0324074	G14R4
58	Q0	1420	749	10,0324074	G14R4
58	Q0	1524	750	10,0324074	G14R4
58	Q0	1564	751	10,0324074	G14R4
58	Q0	1641	752	10,0324074	G14R4
58	Q0	1658	753	10,0324074	G14R4
58	Q0	1667	754	10,0324074	G14R4
58	Q0	1700	755	10,0324074	G14R4
58	Q0	1794	756	10,0324074	G14R4
58	Q0	1893	757	10,0324074	G14R4
58	Q0	2177	758	10,0324074	G14R4
58	Q0	2185	759	10,0324074	G14R4
58	Q0	2196	760	10,0324074	G14R4
58	Q0	2240	761	10,0324074	G14R4
58	Q0	2260	762	10,0324074	G14R4
58	Q0	2263	763	10,0324074	G14R4
58	Q0	2273	764	10,0324074	G14R4
58	Q0	2275	765	10,0324074	G14R4
58	Q0	2339	766	10,0324074	G14R4
58	Q0	2341	767	10,0324074	G14R4
58	Q0	2453	768	10,0324074	G14R4
58	Q0	2494	769	10,0324074	G14R4
58	Q0	2620	770	10,0324074	G14R4
58	Q0	2633	771	10,0324074	G14R4
58	Q0	2703	772	10,0324074	G14R4
58	Q0	2795	773	10,0324074	G14R4
58	Q0	2856	774	10,0324074	G14R4
58	Q0	2884	775	10,0324074	G14R4
58	Q0	2893	776	10,0324074	G14R4
58	Q0	2902	777	10,0324074	G14R4
58	Q0	2977	778	10,0324074	G14R4
58	Q0	2987	779	10,0324074	G14R4
58	Q0	3013	780	10,0324074	G14R4
58	Q0	3033	781	10,0324074	G14R4
58	Q0	3113	782	10,0324074	G14R4
58	Q0	3116	783	10,0324074	G14R4
58	Q0	2215	784	10,0291667	G14R4
58	Q0	2916	785	10,0283544	G14R4
58	Q0	2986	786	10,0283544	G14R4
58	Q0	2998	787	10,0283544	G14R4
58	Q0	3034	788	10,0283544	G14R4
58	Q0	298	789	10,028	G14R4
58	Q0	2052	790	10,0272639	G14R4
58	Q0	2284	791	10,0272639	G14R4
58	Q0	2543	792	10,0272639	G14R4
58	Q0	2695	793	10,0272639	G14R4
58	Q0	2754	794	10,0272639	G14R4
58	Q0	3074	795	10,0272639	G14R4
58	Q0	3106	796	10,0272639	G14R4
58	Q0	3162	797	10,0272639	G14R4
58	Q0	1112	798	10,0269231	G14R4
58	Q0	1911	799	10,0269231	G14R4
58	Q0	2033	800	10,0269231	G14R4
58	Q0	2147	801	10,0269231	G14R4
58	Q0	2216	802	10,0269231	G14R4
58	Q0	2220	803	10,0269231	G14R4
58	Q0	2566	804	10,0269231	G14R4
58	Q0	2961	805	10,0269231	G14R4
58	Q0	824	806	10,0208101	G14R4
58	Q0	856	807	10,0208101	G14R4
58	Q0	858	808	10,0208101	G14R4
58	Q0	1002	809	10,0208101	G14R4
58	Q0	1044	810	10,0208101	G14R4
58	Q0	1135	811	10,0208101	G14R4
58	Q0	1200	812	10,0208101	G14R4
58	Q0	1258	813	10,0208101	G14R4
58	Q0	1306	814	10,0208101	G14R4
58	Q0	1395	815	10,0208101	G14R4
58	Q0	1416	816	10,0208101	G14R4
58	Q0	1460	817	10,0208101	G14R4
58	Q0	1603	818	10,0208101	G14R4
58	Q0	1629	819	10,0208101	G14R4
58	Q0	1632	820	10,0208101	G14R4
58	Q0	1646	821	10,0208101	G14R4
58	Q0	1726	822	10,0208101	G14R4
58	Q0	1746	823	10,0208101	G14R4
58	Q0	1769	824	10,0208101	G14R4
58	Q0	1801	825	10,0208101	G14R4
58	Q0	1802	826	10,0208101	G14R4
58	Q0	1834	827	10,0208101	G14R4
58	Q0	1860	828	10,0208101	G14R4
58	Q0	1915	829	10,0208101	G14R4
58	Q0	1934	830	10,0208101	G14R4
58	Q0	1976	831	10,0208101	G14R4
58	Q0	2062	832	10,0208101	G14R4
58	Q0	2067	833	10,0208101	G14R4
58	Q0	2186	834	10,0208101	G14R4
58	Q0	2204	835	10,0208101	G14R4
58	Q0	2225	836	10,0208101	G14R4
58	Q0	2267	837	10,0208101	G14R4
58	Q0	2295	838	10,0208101	G14R4
58	Q0	2411	839	10,0208101	G14R4
58	Q0	2450	840	10,0208101	G14R4
58	Q0	2606	841	10,0208101	G14R4
58	Q0	2647	842	10,0208101	G14R4
58	Q0	2651	843	10,0208101	G14R4
58	Q0	2685	844	10,0208101	G14R4
58	Q0	2687	845	10,0208101	G14R4
58	Q0	2696	846	10,0208101	G14R4
58	Q0	2698	847	10,0208101	G14R4
58	Q0	2705	848	10,0208101	G14R4
58	Q0	2709	849	10,0208101	G14R4
58	Q0	2716	850	10,0208101	G14R4
58	Q0	2717	851	10,0208101	G14R4
58	Q0	2782	852	10,0208101	G14R4
58	Q0	2785	853	10,0208101	G14R4
58	Q0	2815	854	10,0208101	G14R4
58	Q0	2826	855	10,0208101	G14R4
58	Q0	2897	856	10,0208101	G14R4
58	Q0	2906	857	10,0208101	G14R4
58	Q0	2922	858	10,0208101	G14R4
58	Q0	2937	859	10,0208101	G14R4
58	Q0	2939	860	10,0208101	G14R4
58	Q0	3060	861	10,0208101	G14R4
58	Q0	3102	862	10,0208101	G14R4
58	Q0	3135	863	10,0208101	G14R4
58	Q0	3140	864	10,0208101	G14R4
58	Q0	3194	865	10,0208101	G14R4
58	Q0	3201	866	10,0208101	G14R4
58	Q0	3203	867	10,0208101	G14R4
58	Q0	2484	868	10,0187291	G14R4
58	Q0	2957	869	10,0187291	G14R4
58	Q0	796	870	10,0180087	G14R4
58	Q0	1025	871	10,0180087	G14R4
58	Q0	1159	872	10,0180087	G14R4
58	Q0	1314	873	10,0180087	G14R4
58	Q0	1366	874	10,0180087	G14R4
58	Q0	1724	875	10,0180087	G14R4
58	Q0	2148	876	10,0180087	G14R4
58	Q0	2246	877	10,0180087	G14R4
58	Q0	2299	878	10,0180087	G14R4
58	Q0	2322	879	10,0180087	G14R4
58	Q0	2433	880	10,0180087	G14R4
58	Q0	2652	881	10,0180087	G14R4
58	Q0	2771	882	10,0180087	G14R4
58	Q0	2873	883	10,0180087	G14R4
58	Q0	3004	884	10,0180087	G14R4
58	Q0	3005	885	10,0180087	G14R4
58	Q0	2078	886	10,0156076	G14R4
58	Q0	2230	887	10,0156076	G14R4
58	Q0	40	888	10,0100963	G14R4
58	Q0	242	889	10,0100963	G14R4
58	Q0	243	890	10,0100963	G14R4
58	Q0	300	891	10,0100963	G14R4
58	Q0	320	892	10,0100963	G14R4
58	Q0	367	893	10,0100963	G14R4
58	Q0	396	894	10,0100963	G14R4
58	Q0	670	895	10,0100963	G14R4
58	Q0	699	896	10,0100963	G14R4
58	Q0	822	897	10,0100963	G14R4
58	Q0	860	898	10,0100963	G14R4
58	Q0	963	899	10,0100963	G14R4
58	Q0	980	900	10,0100963	G14R4
58	Q0	1006	901	10,0100963	G14R4
58	Q0	1010	902	10,0100963	G14R4
58	Q0	1043	903	10,0100963	G14R4
58	Q0	1088	904	10,0100963	G14R4
58	Q0	1097	905	10,0100963	G14R4
58	Q0	1110	906	10,0100963	G14R4
58	Q0	1113	907	10,0100963	G14R4
58	Q0	1165	908	10,0100963	G14R4
58	Q0	1199	909	10,0100963	G14R4
58	Q0	1261	910	10,0100963	G14R4
58	Q0	1280	911	10,0100963	G14R4
58	Q0	1332	912	10,0100963	G14R4
58	Q0	1348	913	10,0100963	G14R4
58	Q0	1349	914	10,0100963	G14R4
58	Q0	1386	915	10,0100963	G14R4
58	Q0	1394	916	10,0100963	G14R4
